name,betweenesscentrality,closnesscentrality,clustering,degree,eccentricity,eigencentrality,harmonicclosnesscentrality,weighted degree,pagerank,Spotify ID,Cluster,profile
Eamon,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,1y20PpXw0yeuJ1avCD0Ob9,1,1A 2A 3A 4A
Wilder Adkins,1.1336274333213664e-08,0.00015056839569374387,0.0,4,1,4.171043089460296e-13,2.0,12,0.00018206702065354108,2AQVIbXzroJV8VBwKdy7Pc,1,1A 2A 3A 4A
Marcel Lune,0.0,0.00028376351496128653,0.0,1,2,1.4385786663377296e-11,4.0,2,3.951240607519979e-05,4unuGvheIuXSo5D9yDN0G2,1,1A 2A 3A 4A
Branon Wind Ensemble,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,3lQhm7TjUvTlMyk1VyiUXG,1,1A 2A 3A 4A
Belgari Maniti,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2LTfAGpPguPAaTrqUShiKE,1,1A 2A 3A 4A
Anggun,0.0,0.06400139773546179,0.0,1,16,6.108829046165158e-07,879.388726551197,6,5.66636610555272e-05,3ahVFszO9ucf8JQLCNQeYA,2,1A 2B 3A 4A
AmFlow,0.0,0.07830325072929095,0.0,1,14,6.230720396159596e-05,1087.4019230769,2,2.149459983868137e-05,4zDPF2Ux0F5gpGaiqQNx2D,5,1A 2B 3A 4A
Kailee Morgue,0.0,0.07327684667285106,0.0,1,15,1.5015117740713818e-05,1017.1868881118467,4,4.454177475504004e-05,245PKF3hKjtxJKIG153kF0,5,1A 2B 3A 4A
Erroll Garner,0.0,0.05780184412965031,0.0,1,15,1.0290942130705357e-08,787.8268453768269,2,2.27982609459032e-05,6C65D20ASusYqHGSIktfED,2,1A 2B 3A 4A
Sonic Arts,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,71FVZ1fM9PUgLqtyoQT8wi,1,1A 2A 3A 4A
The Trojans,0.0,0.000997884661656577,0.0,1,2,5.4624807584196065e-09,13.5,2,3.666104778342513e-05,6fZ5BtVlU9rkReZWTdsfsK,1,1A 2A 3A 4A
Tiffany,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4C3uGP8vRDzxrhJxZiOjTe,1,1A 2A 3A 4A
Inukshuk,0.0,0.07344363535242299,0.0,1,15,7.079308067589585e-06,1031.467252192209,2,2.7082346474603967e-05,2tXH3Hq419tKmDEd9zWwwq,5,1A 2B 3A 4A
Lex & Wood,0.0,0.07041319765674653,0.0,3,14,1.8737458080385179e-06,975.063272838232,6,4.8693237173512725e-05,1WKTI4fQKmcnugvkNc4HVy,5,1A 2B 3A 4A
Rixton,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,0kkxsdcaWmWU2yWAqclDh4,1,1A 2A 3A 4A
Nuits d'Etoiles,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425748e-14,1.0,6,0.00012484282504543226,0lvFzXgfFKoc4We7XG77cz,1,1A 2A 3A 4A
Blaque Keyz,0.0,0.08332311797576006,0.0,1,14,0.0002192244122827916,1170.3497585747718,4,4.1497396282500114e-05,0OLVptinKCohT8CL3TFY9s,5,1A 2B 3A 4A
Derek,1.1336274333213664e-08,0.00015056839569374387,0.0,4,1,1.0677546870131033e-12,2.0,26,0.00016133130040009788,6q63S1EK0rwrdYj1ktmxRO,1,1A 2A 3A 4A
Keith,3.4008822999640994e-08,0.00022585259354061582,0.0,5,1,3.0149168301182087e-12,3.0,74,0.00022836634985823055,7hm0Ngouir56yhbzXu9yRH,1,1A 2A 3A 4A
The Black Keys,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7mnBLXK823vNxN3UWB7Gfz,1,1A 2A 3A 4A
MC Guime,0.0,0.08451648026521921,0.0,1,14,0.00015394540244175104,1188.8644771894958,4,4.0348202842227465e-05,3ge4xOaKvWfhRwgx0Rldov,4,1A 2B 3A 4A
Chandamour,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4JrJg7QlppNv3MY99WGFdw,1,1A 2A 3A 4A
Marques Houston,0.0,0.08697220034513296,0.0,3,14,0.0011605685634363356,1234.3746503496727,6,3.7701119017223543e-05,1goOx6gnQdUllLfSMsL4Rt,4,1A 2B 3A 4A
Stee,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425748e-14,1.0,18,0.00012484282504543226,5UpkimVCIR7bh29sHxwKN0,1,1A 2A 3A 4A
MELVV,1.3616165577478536e-05,0.08763096573456663,0.0,2,14,0.0002659709744066807,1235.9170024420332,4,3.52196400730151e-05,7cae9Fkz2R1NDHWtdnaE8d,4,1A 2B 3A 4A
Olamide,0.0,0.0922074511642197,0.0,3,13,0.0021173389468013295,1311.5801060051472,6,4.3728479091181134e-05,4ovtyvs7j1jSmwhkBGHqSr,4,1A 2B 3A 4A
Jerry Jeff Walker,0.0,0.07295309707025165,0.0,1,13,1.5287749533368506e-06,1012.2531135530684,2,2.6566869481338385e-05,763opp15PhfHpEaiVjM6m7,5,1A 2B 3A 4A
Quarterstep,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4DuHKzb7rTMnORQ5cag7PM,1,1A 2A 3A 4A
Polaco,0.0,0.08623014219621036,0.0,1,14,0.00014496857042609363,1214.6060356310586,2,2.3683446934477678e-05,62zWXNKBdOWd9TIdkZ7BQN,4,1A 2B 3A 4A
Toshi,0.0,0.07830325072929095,0.0,1,14,6.230720396159596e-05,1087.4019230769,4,2.8547770312702496e-05,2bIg95CGHmriFZX7MsnFRK,5,1A 2B 3A 4A
Baby Animals,0.0,0.0006399156816984115,0.0,1,3,5.149090148816361e-10,8.833333333333332,2,2.2100490005938994e-05,2DaDoR6WXStRctDQDWWQpI,1,1A 2A 3A 4A
Country Joe McDonald,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425748e-14,1.0,6,0.00012484282504543226,4fsh5BPGWt8oGFUwQ6msCk,1,1A 2A 3A 4A
The Cast of Beautiful: The Carole King Musical,0.0,0.0001003789304624959,0.0,1,2,2.0855215447301476e-13,1.5,2,4.035553014508429e-05,17inbEtDeEIzCpDnLgVrSG,1,1A 2A 3A 4A
Atlaxsys,0.0,0.08668709478844602,0.0,1,14,0.0002977589446423501,1233.684498834523,2,2.4352454476857918e-05,1Iyk8jStYyIg99QQsYWMgk,4,1A 2B 3A 4A
Jeff Conaway,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,34NoGpkDKIwSQG1V6gdhRL,1,1A 2A 3A 4A
The Rivieras,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5iIxOyBhMCDCFwAYGM6B3P,1,1A 2A 3A 4A
Raymond Lefèvre,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,44,6.76186294373235e-05,7hGKJWSizOtsJCQ4FeuyPV,1,1A 2A 3A 4A
Abstract Truth,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425748e-14,1.0,156,0.00012484282504543226,5tLTVw70qhpoT4xOxKdm1B,1,1A 2A 3A 4A
Luke Bryan,6.720898863854684e-05,0.07838003230871884,0.0,5,13,3.374304241701836e-05,1088.3570818070546,12,7.919236728767538e-05,0BvkDsjIUla7X0k6CSWh1I,5,1A 2B 3A 4A
Hussein Fatal,6.234950883267514e-07,0.0008281261763155914,0.0,13,1,4.108452039313039e-10,11.0,68,0.0006708975499424837,320OQx68FlvfJiPGSx5mxW,1,1A 2A 3A 4A
Stella,0.0,0.0625456823473615,0.0,1,15,8.871168108859744e-08,864.398579198555,2,2.050538030255886e-05,6IRVkb6ZeQRfnlwpG2VzVd,2,1A 2B 3A 4A
Jonathan Davis,0.0,0.08685192763938343,0.0,1,14,0.0005225303220342982,1234.2785103785318,4,2.3878762581966074e-05,1VW5tZ9pmSb2rG0GmSELwW,4,1A 2B 3A 4A
ICEHOUSE,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,2,6.76186294373235e-05,3IUisqn0mluZR0LITs8Sqk,1,1A 2A 3A 4A
PIKOTARO,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,37GBT1Lhfc2sgq4jZIt6n2,1,1A 2A 3A 4A
Coil,7.747209879318218e-05,0.05193928686047157,0.0,4,17,1.2929093904578796e-09,709.7333878539932,42,0.00016006852054353387,37KB5e6cGsN1AQAB9Omm1U,2,1A 2B 3A 4A
ACE,0.0,0.00013551155612436948,0.0,1,2,6.973286685907236e-13,2.0,2,4.8543897567953893e-05,2Bc1OMO8RxVezOSyJsy4i8,1,1A 2A 3A 4A
Brad Davis,0.0,0.0001003789304624959,0.0,1,2,2.0855215447301471e-13,1.5,16,4.5538350301169084e-05,28yx4Aq8882xd1AivwMZLB,1,1A 2A 3A 4A
Joe Ryan,0.0,0.07630871793787876,0.0,1,14,2.0940497787046368e-05,1052.4214035963653,2,2.7944180976721895e-05,5XxToIecPv8MgANeYI0oJO,5,1A 2B 3A 4A
Bob Weir,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6YB0tbDGk01Q0P6wcHPjpC,1,1A 2A 3A 4A
Yotto,0.0,0.08237659701971735,0.0,1,13,6.079237879255278e-05,1143.525921300914,2,2.6173859535550518e-05,5Dyfxq0ZrFjjeFBdSNxDbo,4,1A 2B 3A 4A
Tyrone Taylor,0.0,0.00017207816650713584,0.0,1,2,2.7152835864543962e-12,2.5,2,2.423424805989735e-05,51HsXbvBXUT2CwInQbJRwn,1,1A 2A 3A 4A
Boys Don't Cry,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4Vu68x2xlwYZtz4ZVpz52g,1,1A 2A 3A 4A
Cherie,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7Cnz0jA7Cwlj34nLkiWsRg,1,1A 2A 3A 4A
Luke Kelly,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2ZYIql5vmxtz3LbDLIaWo9,1,1A 2A 3A 4A
Charlie Ace,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,6nxqnJBryV115VXd6EjEpT,1,1A 2A 3A 4A
Anita Cochran,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5LDnSV99gbDSsMX3Dcer2b,1,1A 2A 3A 4A
Cheryl Cooley,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,78,6.76186294373235e-05,3KgaTyWVuSJ5g4n7OMmRIz,1,1A 2A 3A 4A
Che'Nelle,0.0,0.07500040111222826,0.0,1,15,2.6115177427158628e-05,1046.9417832167517,2,3.1549115275651484e-05,7zVOa12T0RhNRzpbwZ4OCt,5,1A 2B 3A 4A
O-Town,0.0,0.07040474046155204,0.0,3,15,4.038887128967434e-06,974.1771811521404,6,6.421558465508358e-05,4zKhX6hYCQPNs406umP9Fx,5,1A 2B 3A 4A
Herman's Hermits,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,48YxSlb23RAaCd4RyHcV9V,1,1A 2A 3A 4A
226 Kids,0.0,0.0001003789304624959,0.0,1,2,2.085521544730148e-13,1.5,4,6.626963092550833e-05,2yfLuR3ZIEiBp2PwyVNdz0,1,1A 2A 3A 4A
Andy,0.0,0.0001003789304624959,0.0,1,2,2.0855215447301471e-13,1.5,2,5.3312580535296295e-05,6och5AX3Hv0cOYcv4HbGH7,1,1A 2A 3A 4A
Jonathan Bailey,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,2Je7IdIHe8UvZbLXdapQ26,1,1A 2A 3A 4A
Adam Shelton,0.0,0.0001003789304624959,0.0,1,2,2.085521544730148e-13,1.5,2,5.3312580535296295e-05,1MIalVgaPtijtxHGl0KhTK,1,1A 2A 3A 4A
No Limit Boys,0.0,0.08891141415569512,0.0,1,14,0.0009622700140562414,1257.733272283304,18,7.142565339134473e-05,69kVsyw4P0ayk3eG2ChLFV,4,1A 2B 3A 4A
Sleepy Hollow Hog Stompers,0.0,0.00020912277179686652,0.0,3,2,1.3528775839385732e-11,3.0,12,4.698206779000737e-05,44IbuaM6ehwcD2grpN3POv,1,1A 2A 3A 4A
The Lemon Pipers,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2rUmEpDSHKMhamwClclHs5,1,1A 2A 3A 4A
Gene Simmons,0.00015493286131203115,0.08241713478363481,0.0,3,12,2.3388832892290273e-05,1150.489105339092,8,7.957514938231126e-05,5gAbCaW9OmfIqqZGLpKb3f,4,1A 2B 3A 4A
The Martins,0.0,0.05814105682994168,0.0,1,15,1.706277245826965e-08,793.3688838938606,2,3.842307824743151e-05,5C8kymLzxGEAPJ3aNdFciB,2,1A 2B 3A 4A
The Simon Sisters,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,0MgiMwoxbip7wL5pgp8NRx,1,1A 2A 3A 4A
Buddy Cole & His Trio,0.0,0.0714865913891915,0.0,1,14,3.023841415306963e-06,986.8228216227731,8,5.875537658659146e-05,4jlJ1qPQOxlCpmgwZhntEW,5,1A 2B 3A 4A
Javier Montrose,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5DHNDbK24bL7beVYlzNvmr,1,1A 2A 3A 4A
Jesse Baez,0.0,0.09079118203719429,0.0,3,13,0.00044061483545396413,1288.8737928738365,6,4.190502523602035e-05,4rriNpL1lxpoysDDctWgl3,4,1A 2B 3A 4A
George Lamond,0.0005419532670479456,0.07556925742370882,0.0,6,14,1.852401687741928e-05,1054.0377206126843,34,0.00019293542325399173,0L1e8CdX4rdh54b8mIxMqB,5,1A 2B 3A 4A
M.O.E. Eazy,0.0,0.08779502770236725,0.0,1,14,0.0021666298879271656,1257.2169302919544,2,2.1369416192500614e-05,4hZuPIzgAOCqDi8NOwGtQd,4,1A 2B 3A 4A
Poo Bear,0.00028580359753912116,0.0972103043050534,0.0,6,14,0.0011404992230898707,1398.7891164391672,16,8.544739903222853e-05,3JXpwnHbLvXxY99EuXqFPX,4,1A 2B 3A 4A
Ready Mack,0.0,0.08310850468481845,0.0,1,14,0.00026352060345378726,1175.5627095127174,2,2.915761264896708e-05,16mBXNvkHu1h5vyzHnQ2WB,5,1A 2B 3A 4A
The Blind Moon Band,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6mUdCnaFzJekAofWj6bLl0,1,1A 2A 3A 4A
Little Big Town,8.84430161044096e-05,0.08370784486283397,0.13333333333333333,8,13,4.835776612307603e-05,1177.9637917637879,16,0.00010147764706700769,3CygdxquGHurS7f9LjNLkv,4,1A 2B 3A 4A
HIM,0.0,0.09620517560470573,0.0,1,12,0.0016608034767571424,1364.4980880231399,2,2.2226296901547747e-05,74aLweE8FHHf4yN5TWv1GM,4,1A 2B 3A 4A
Max Romeo,0.0,0.000997884661656577,0.0,1,2,5.4624807584196065e-09,13.5,4,5.888066620219001e-05,45QpZznbXYo3nWy0TIhvgv,1,1A 2A 3A 4A
Dj DES,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,2FnUnaCKtPla5BL1jfyfpZ,1,1A 2A 3A 4A
The Superbs,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7skNRvdwTKOfCyHML9NZsG,1,1A 2A 3A 4A
Antonio Dixon,0.0,0.05138307634637728,0.0,1,18,3.494471322197044e-09,701.1212097543007,2,2.6651066241340083e-05,3enevC0g5LXQ4ataTnle61,2,1A 2B 3A 4A
The Human Beinz,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7KdxWrkwsSjIxyHL0HNtiv,1,1A 2A 3A 4A
Jay Foxx,0.0,0.08040117066927652,0.0,1,14,0.0001718296136076252,1127.1870240870203,2,2.7947569017750946e-05,730NkW2ZwxHKijiBWbD7Dz,5,1A 2B 3A 4A
Wisin & Yandel,0.00047414842498572454,0.08411625394041979,0.022222222222222223,12,13,0.0002485780954367814,1192.5719169719243,56,0.00042095781692409463,1wZtkThiXbVNtj6hee6dz9,4,1A 2B 3A 4A
Off-Rip,0.0,0.0001003789304624959,0.0,3,2,8.562616795655894e-13,1.5,8,9.348999055926123e-05,4YHXmNyPZxHZXK4l2FFAla,1,1A 2A 3A 4A
Faithless,0.0003098203775267294,0.07540076770836815,0.0,7,15,1.5737725423742186e-05,1057.0352897102596,32,0.0002751710918766521,5T4UKHhr4HGIC0VzdZQtAE,5,1A 2B 3A 4A
"Grover Washington, Jr.",0.0,0.0003497072416112761,0.0,3,4,1.262862650095812e-10,5.333333333333333,6,5.2500675965323065e-05,05YVYeV4HxYp5rrWalvuE1,1,1A 2A 3A 4A
Natasha Mosley,0.0,0.09419542583311459,0.0,1,14,0.003371806210052939,1344.8982073482503,4,2.3071777497332348e-05,1fYdgyGBrMIEML5cuo5FpZ,4,1A 2B 3A 4A
Kaleena Zanders,0.0,0.08287350808824034,0.0,1,13,0.00015151420851660906,1158.5652070152148,6,6.110283953091164e-05,0Sz2jslaxjcw2VM5zYh2jK,4,1A 2B 3A 4A
Steve Ryan,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,010r5ro6dr9iGFYW8mxYQx,1,1A 2A 3A 4A
Cam Giles-Webb,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,20,6.76186294373235e-05,0oG74hnll7Y1UoHBdOCohz,1,1A 2A 3A 4A
SickPen,0.0,0.10283526241211753,0.0,1,13,0.019041981637991912,1512.6148823399199,2,1.955235732581664e-05,7gNTMDLTlVOQAfh6k2a5tH,4,1A 2B 3A 4A
Lil B,2.3998578209880386e-05,0.1000730917557784,0.3333333333333333,3,13,0.008219000400482018,1446.35975968481,10,4.591490170670083e-05,4dqh62yIzDBmrMeBOLiP5F,0,1A 2B 3A 4A
Lee Gallagher,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425748e-14,1.0,66,0.00012484282504543226,2d3MFdsP4wWSFChLOvlnWE,1,1A 2A 3A 4A
Idris Elba,0.0,0.08655908667446427,0.0,1,13,0.00014203343170358167,1215.5951132201324,4,3.545349626702425e-05,0Dc2rdPzleezxhvQhQbXuS,4,1A 2B 3A 4A
AP3,0.0,0.09176238806503946,0.0,3,14,0.0012769520608917426,1300.9855089355524,24,8.575423863407285e-05,22UgSS755ESXV2NfD1BkN5,4,1A 2B 3A 4A
Tommy Mc,0.0,0.00028376351496128653,0.0,3,2,1.8891790512824235e-11,4.0,24,0.00011331128889505382,3EKGHC0HhsytwEFdSt5p9p,1,1A 2A 3A 4A
Soufboi,0.0,0.09569734462768917,0.0,1,14,0.0072683419743244295,1390.7613025863448,2,2.150440536048452e-05,7sdrRtjyRMJp2YPsguqn7s,4,1A 2B 3A 4A
Sven Väth,0.0,0.06400139773546179,0.0,1,16,6.108829046165158e-07,879.388726551197,2,2.8515506594949228e-05,5TQaBSTOSypp7S4jfSnN3F,2,1A 2B 3A 4A
Maffio,0.0,0.08224945183126756,0.0,1,14,0.00014489657058070892,1155.4036546786601,4,4.574554772366031e-05,5RzT7CM6Ot0sh0EHefMicV,5,1A 2B 3A 4A
Marvin Gaye,2.8317011337895358e-05,0.09630527956617832,0.0,5,13,0.0013373113934671073,1373.7530497281039,20,8.627028587090331e-05,3koiLjNrgRTNbOwViDipeA,4,1A 2B 3A 4A
Will Wheaton,0.0,0.00013551155612436948,0.0,1,2,1.2151153983662718e-12,2.0,2,4.897778854089556e-05,2mX71Q92zDQyOCjeb7psGD,1,1A 2A 3A 4A
Proxy,0.0,0.07326310898131135,0.0,1,15,1.3398537911876269e-05,1018.5119852369444,2,2.7723103923721264e-05,3KOzW9NF2ZGwYRo0KfID1R,5,1A 2B 3A 4A
D-Boss,0.0,0.08304570871424127,0.0,3,14,0.0003814122056187409,1182.763503163507,36,9.349373057996e-05,42pvPpavXacf9OoEAu3YxJ,5,1A 2B 3A 4A
S-Man,0.0,0.06517918476198725,0.0,3,16,3.1001020700587186e-07,902.5330044954723,24,5.884580552992455e-05,19MKo7PN0MjKU8t6TDAn1i,2,1A 2B 3A 4A
Linda Scott,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7KjuI3MbOTaBH29yju4Lr4,1,1A 2A 3A 4A
O.C. Smith,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,6,0.00012484282504543226,7qVAJPCHuOiMxlJ7h9xEAA,1,1A 2A 3A 4A
Sascha Cawa,0.0,0.0008473849246020005,0.0,1,2,2.8032718358257305e-09,11.5,2,3.125950990713139e-05,1bneKKlE0IwYyauLPQBDgP,1,1A 2A 3A 4A
Mozzy,0.0014473788479731884,0.09675035238107482,0.0,4,13,0.004781584681870888,1400.8150266400685,10,4.757725660373664e-05,4AA474G2hRfrHyGrfyDseO,4,1A 2B 3A 4A
Elderbrook,0.0,0.070497881492049,0.0,1,15,5.444172158479541e-06,974.9793595293165,6,4.3369410003343374e-05,2vf4pRsEY6LpL5tKmqWb64,5,1A 2B 3A 4A
Shema McGregor,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,0THI3AaZ1zkbTRuY7YlBxU,1,1A 2A 3A 4A
Gordon Jenkins & His Orchestra,0.0,0.06688095555473467,0.0,1,14,5.161254071211337e-07,921.9039460539153,2,2.4456178800960556e-05,2zxOdG2ascAD3oLdP03mYU,5,1A 2B 3A 4A
Traditional,0.002481163374736017,0.07550598561092384,0.0,5,13,9.456669553646088e-06,1063.4060189809734,216,0.00040075424095146523,1U5zgr455OGyIkLNXvDdrf,5,1A 2B 3A 4A
Schnor,0.0,0.0002540841677331928,0.0,3,3,2.0934753865159818e-11,3.8333333333333335,6,7.615129929612166e-05,7qW9gmBBUXiRvNHJVo7Jif,1,1A 2A 3A 4A
KAYTRANADA,0.0,0.08313600779474842,0.0,1,14,7.486408083450067e-05,1165.9814324564375,2,2.862570496795781e-05,6qgnBH6iDM91ipVXv28OMu,5,1A 2B 3A 4A
Sanchez,5.144974613699503e-05,0.09154742073394848,0.0,2,13,0.000396711848648541,1306.5777250527697,8,5.5984386505085706e-05,6550dJCDSrZ8Cv6IDAjHpf,4,1A 2B 3A 4A
Bryan Adams,5.6681371666068314e-08,0.00022585259354061582,0.0,4,3,8.14516165637103e-12,3.6666666666666665,18,0.0001497752844654058,3Z02hBLubJxuFJfhacLSDc,1,1A 2A 3A 4A
Korda,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7aps4BK9uxhTaBALymq1Tm,1,1A 2A 3A 4A
Courtney C,0.0,0.10283526241211753,0.0,1,13,0.019041981637991912,1512.6148823399199,2,1.955235732581664e-05,2NJrv0U1ZmSIyhoNxA77IC,4,1A 2B 3A 4A
Jean-François Dubois,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,38uFUiHcolbc99zF9vCSFM,1,1A 2A 3A 4A
Chris Cacavas,0.0,0.0001003789304624959,0.0,1,2,2.085521544730148e-13,1.5,2,5.3312580535296295e-05,1Y8atOnzQHAJzHLaau7ro4,1,1A 2A 3A 4A
Michael Calfan,0.00011261047040989009,0.07788017736396882,0.0,2,13,3.4311333396646564e-05,1084.0642968142686,4,4.3345069028131565e-05,4CuipEvwcoQggmCV8jpKF9,5,1A 2B 3A 4A
Latre',0.0,0.08543210284096463,0.0,1,15,0.0012497755304322234,1212.0972915973045,2,2.1782063554081942e-05,7v2PrVhmI8QsWYwyu6dqyL,5,1A 2B 3A 4A
Baby Lullaby & Baby Lullaby,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,73CmsYlw8sEm7IOIcoslmg,1,1A 2A 3A 4A
Barbara Lynn,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2wQyX5625x6IGls8zLLHMB,1,1A 2A 3A 4A
"The Cast of Rupaul's Drag Race All Stars, Season 3",0.0,0.08029287513998658,0.0,1,14,2.6940399783957474e-05,1122.0790154289982,2,2.843430901148139e-05,6j0a7qU6IlQ174mVZWaTR5,5,1A 2B 3A 4A
Barrington Levy,0.0,0.07860249882125002,0.0,1,15,5.3277481166807825e-05,1105.2999972249816,2,2.8520849932661036e-05,5mMuiFhh7faS7qxnTLRA6u,5,1A 2B 3A 4A
A R I Z O N A,0.0,0.088702870359567,0.0,3,14,0.00020005335118422436,1261.3062881563187,6,4.79338562734452e-05,7hOGhpa8RMSuDOWntGIAJt,4,1A 2B 3A 4A
Wankelmut,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,4,6.76186294373235e-05,01e2lCvLZ4fLUIRy68nptH,1,1A 2A 3A 4A
Hard Ton,0.0,0.0727192972140356,0.0,1,14,8.521974146847012e-06,1006.7711982461517,2,3.0232493401016134e-05,5eIOIcyuckH4vw1RfAsyJy,5,1A 2B 3A 4A
Jimmy Page,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,120,0.00012484282504543226,55bGuHb50r5c0PeqqMeNBV,1,1A 2A 3A 4A
Doug Millaway,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,30,0.00012484282504543226,7CO8URUwcNxSwYKKggyjTl,1,1A 2A 3A 4A
The Radiants,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2aB94xAF1yUDTGLTIdkw7I,1,1A 2A 3A 4A
Chuckie,7.747209879318218e-05,0.0866977792234287,0.0,4,13,0.0001660551638190956,1213.0885475635753,14,9.944624637878014e-05,4x7gxsrTH3gThvSKZPPwaQ,4,1A 2B 3A 4A
Ms. Krazie,0.0,0.07388334369171759,0.0,1,14,1.3047735044917413e-05,1024.981768231726,2,2.724610775344931e-05,4dUH7FYUfmPzqS8KA3Ddbs,5,1A 2B 3A 4A
Shim Shank,0.0,0.08683691693636937,0.0,1,14,0.0016045482070690857,1241.9522477522694,2,2.1971311450645158e-05,1T4OVKXIneLQjHcOUUVII0,4,1A 2B 3A 4A
DJ Andy 7th Heaven,0.0,0.08477315873883609,0.0,1,13,4.813891341760841e-05,1180.872999223008,2,2.0288278465814822e-05,7Kknzdf5yjsUD19YfbkthJ,4,1A 2B 3A 4A
Abra K Dabra,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6GRZeIWdgxNDCehiTRcgLw,1,1A 2A 3A 4A
The Orange Circus Band,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,3ywoe2d6tPYYKZlXFxULYW,1,1A 2A 3A 4A
Lessov,0.0,0.00035849618022319973,0.0,3,3,6.46553132963485e-11,5.166666666666666,6,3.984502640961795e-05,3ZhqrjdMpKC3mRMi7dMEyZ,1,1A 2A 3A 4A
Dan Baird and Homemade Sin,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2uZuSdsqqPO50CLGpB1Q7H,1,1A 2A 3A 4A
