Id,name,popularity,followers,genres,image,Spotify ID
384,The Weeknd,87,11524932,"canadian pop, pop, rap",1Xyo4u8uXC1ZmMpatF05PJ.jpg,1Xyo4u8uXC1ZmMpatF05PJ
385,Blue October,56,181280,"alternative metal, neo mellow, pop rock, post-grunge",1TJbmc7jTpw78GKCiMpvDh.jpg,1TJbmc7jTpw78GKCiMpvDh
386,Blues Traveler,54,179831,"alternative rock, jam band, pop rock, post-grunge, rock",3pHeBYl1yujXcZqqfF1UyQ.jpg,3pHeBYl1yujXcZqqfF1UyQ
387,Dirty Heads,67,351944,reggae rock,6GkJh85o22LfD2vgL9DP6f.jpg,6GkJh85o22LfD2vgL9DP6f
388,Rome Ramirez,32,846,,14CdACDZAIUpz610zN7WxH.jpg,14CdACDZAIUpz610zN7WxH
389,Thompson Square,53,226096,"contemporary country, country, country dawn, country road, modern country rock",0Bvs8yPjrQSbmVIRqSg1Sp.jpg,0Bvs8yPjrQSbmVIRqSg1Sp
390,3OH!3,61,419560,"dance pop, electropowerpop, emo, modern rock, pop, pop punk, pop rap, post-teen pop",0FWzNDaEu9jdgcYTbcOa4F.jpg,0FWzNDaEu9jdgcYTbcOa4F
391,Blur,66,1084321,"alternative rock, britpop, dance rock, electronic, garage rock, indie rock, madchester, modern rock, new wave, permanent wave, pop rock, rock",7MhMgCo0Bl0Kukl93PZbYS.jpg,7MhMgCo0Bl0Kukl93PZbYS
392,Bob Dylan,71,2561411,"album rock, classic rock, folk, folk rock, folk-pop, mellow gold, rock, roots rock, singer-songwriter",74ASZWbe4lXaubB36ztrGX.jpg,74ASZWbe4lXaubB36ztrGX
393,Johnny Cash,73,2657676,"outlaw country, traditional country",6kACVPfCOnqzgfEF5ryl0x.jpg,6kACVPfCOnqzgfEF5ryl0x
394,Bob Marley & The Wailers,78,5336027,"reggae, roots reggae",2QsynagSdAqZj3U9HgDzjD.jpg,2QsynagSdAqZj3U9HgDzjD
395,LVNDSCAPE,66,34170,"big room, deep house, deep tropical house, edm, house, tropical house, tropical pop edm",2QlwnS23KrBeshXFyK5U6M.jpg,2QlwnS23KrBeshXFyK5U6M
396,Bolier,59,10699,"deep tropical house, electro house, house, tropical house",65NscqgsoMPqBtoLbkP3jD.jpg,65NscqgsoMPqBtoLbkP3jD
397,Bob Seger,64,397157,"album rock, classic rock, folk rock, hard rock, heartland rock, mellow gold, rock, soft rock, southern rock",485uL27bPomh29R4JmQehQ.jpg,485uL27bPomh29R4JmQehQ
398,Bob Weir,43,34576,"blues-rock, folk rock, jam band, roots rock, southern rock",6YB0tbDGk01Q0P6wcHPjpC.jpg,6YB0tbDGk01Q0P6wcHPjpC
399,Bill Kreutzmann,24,113,,1wk6pg0mhB8jTm9Y6I4bNV.jpg,1wk6pg0mhB8jTm9Y6I4bNV
400,David Grisman,45,22786,"bluegrass, jam band, jazz violin, old-time, progressive bluegrass, traditional folk",5udgy2xk333j33hKnwDz8O.jpg,5udgy2xk333j33hKnwDz8O
401,Peter Frampton,56,293771,"album rock, art rock, blues-rock, british blues, classic rock, folk rock, hard rock, heartland rock, mellow gold, rock, roots rock, soft rock, southern rock, symphonic rock",0543y7yrvny4KymoaneT4W.jpg,0543y7yrvny4KymoaneT4W
402,Buddy Miller,33,10321,"alternative country, country rock, folk, new americana, outlaw country, roots rock, texas country, traditional folk",6RwBVkrxTbbtS4bwxYQXcp.jpg,6RwBVkrxTbbtS4bwxYQXcp
403,Jorma Kaukonen,32,10855,"country blues, folk, piedmont blues, roots rock, traditional folk",55CXG5KDJpRYwBopfYAJHa.jpg,55CXG5KDJpRYwBopfYAJHa
404,Jimmy Cliff,57,344429,"dub, reggae, reggae fusion, roots reggae, ska",3rJ3m1tM6vUgiWLjfV8sRf.jpg,3rJ3m1tM6vUgiWLjfV8sRf
405,Mickey Hart,31,6224,jam band,4eh3NWjKDBI81nFl9uhWtU.jpg,4eh3NWjKDBI81nFl9uhWtU
406,Billy & The Kids,22,73,,11K4t6bF7NguAUDx5IYoiK.jpg,11K4t6bF7NguAUDx5IYoiK
407,moe.,45,57189,"jam band, modern blues, progressive bluegrass, southern rock",2ZfHMUPrxoZNDTBPHmmdhj.jpg,2ZfHMUPrxoZNDTBPHmmdhj
408,O.A.R.,56,164061,"acoustic pop, jam band, neo mellow, pop rock",1Cq0LAHFfvUTBEtMPXUidI.jpg,1Cq0LAHFfvUTBEtMPXUidI
409,Los Lobos,53,55052,roots rock,6OWapcJm9xd55ci9CYbAuT.jpg,6OWapcJm9xd55ci9CYbAuT
410,Trampled by Turtles,56,181697,"folk-pop, indie folk, jam band, new americana, progressive bluegrass, roots rock, stomp and holler",3GjVVVcFmUgEJEAAsbGkf4.jpg,3GjVVVcFmUgEJEAAsbGkf4
411,Yonder Mountain String Band,45,65349,"banjo, bluegrass, jam band, new americana, progressive bluegrass, string band",1ReHC2jB2DGoPbMYhzuFuO.jpg,1ReHC2jB2DGoPbMYhzuFuO
412,Grace Potter,51,44138,,1PJVVIeS5Wu0wbZDhtC0Ht.jpg,1PJVVIeS5Wu0wbZDhtC0Ht
413,Eric Church,71,1548921,"contemporary country, country, country road, modern country rock",2IvkS5MXK0vPGnwyJsrEyV.jpg,2IvkS5MXK0vPGnwyJsrEyV
414,Widespread Panic,51,107416,"jam band, modern blues, roots rock, southern rock",54SHZF2YS3W87xuJKSvOVf.jpg,54SHZF2YS3W87xuJKSvOVf
415,Bobby Helms,34,7044,christmas,38EmEgXkgK51MT2tPY0EoC.jpg,38EmEgXkgK51MT2tPY0EoC
416,Bobby Shmurda,59,652348,"rap, trap music",34Y0ldeyUv7jBvukWOGASO.jpg,34Y0ldeyUv7jBvukWOGASO
417,Rowdy Rebel,48,27620,,6LXRvV2OAtXF7685fzh3mj.jpg,6LXRvV2OAtXF7685fzh3mj
418,Ty Real,30,104,,1X0tjZRc1a3SHzK5T1mJai.jpg,1X0tjZRc1a3SHzK5T1mJai
419,Bon Iver,70,2039599,"chamber pop, folk-pop, indie folk, indie pop, melancholia, slow core, stomp and holler",4LEiUm1SRbFMgfqnQTwUbQ.jpg,4LEiUm1SRbFMgfqnQTwUbQ
420,Bon Jovi,74,3841974,"glam metal, rock",58lV9VcRSjABbAbfWS6skp.jpg,58lV9VcRSjABbAbfWS6skp
421,Bonnie Raitt,54,226129,"electric blues, folk, folk rock, folk-pop, lilith, mellow gold, rock, roots rock, singer-songwriter, soft rock",4KDyYWR7IpxZ7xrdYbKrqY.jpg,4KDyYWR7IpxZ7xrdYbKrqY
422,John Prine,58,125444,"alternative country, country rock, folk, folk rock, folk-pop, mellow gold, new americana, outlaw country, rock, roots rock, singer-songwriter, texas country, traditional country, traditional folk",0nJUwPwC9Ti4vvuJ0q3MfT.jpg,0nJUwPwC9Ti4vvuJ0q3MfT
423,Bonnie Tyler,64,316513,"europop, new wave pop, rock, soft rock",0SD4eZCN4Kr0wQk56hCdh2.jpg,0SD4eZCN4Kr0wQk56hCdh2
424,Boondox,44,61771,"horrorcore, rap rock, redneck",5z2pNh5Q7EUb7JrE81ofhW.jpg,5z2pNh5Q7EUb7JrE81ofhW
425,Crucifix,44,7749,redneck,3TZlqrpMAxc0nR7jKggeyh.jpg,3TZlqrpMAxc0nR7jKggeyh
426,Redd,18,22,,1kIlzPmgp7bzWqgFEtbufS.jpg,1kIlzPmgp7bzWqgFEtbufS
427,Boosie Badazz,63,719658,"deep southern trap, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music",6z7xFFHxYkE9t8bwIF0Bvg.jpg,6z7xFFHxYkE9t8bwIF0Bvg
428,Webbie,54,367082,"crunk, deep southern trap, deep trap, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap music",6aIm51fHkokqlJn2vzNTH8.jpg,6aIm51fHkokqlJn2vzNTH8
429,Foxx,44,52807,"deep southern trap, dirty south rap, gangster rap, southern hip hop, trap music",2l6Z31DakUv5Gl9yQPbLEl.jpg,2l6Z31DakUv5Gl9yQPbLEl
430,Tony Michael,32,425,,5DVMoEqGsSj3jFCIR2inf8.jpg,5DVMoEqGsSj3jFCIR2inf8
431,Rich Homie Quan,69,1661123,"deep trap, dwn trap, hip hop, pop rap, rap, southern hip hop, trap music",5lHRUCqkQZCIWeX7xG4sYT.jpg,5lHRUCqkQZCIWeX7xG4sYT
432,London Jae,45,5186,,2bEESZAZbyvWdlV0IJtqIY.jpg,2bEESZAZbyvWdlV0IJtqIY
433,Yung Joc,62,243437,"crunk, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap music",23LbwefIODbyGdRbAz3urj.jpg,23LbwefIODbyGdRbAz3urj
434,BØRNS,66,534395,"electropop, indie pop, modern rock, pop",1KP6TWI40m7p3QBTU6u2xo.jpg,1KP6TWI40m7p3QBTU6u2xo
435,Lana Del Rey,79,6588686,pop,00FQb4jTyendYWaN8pK0wa.jpg,00FQb4jTyendYWaN8pK0wa
436,Brad Paisley,66,1232118,"contemporary country, country, country road, modern country rock",13YmWQJFwgZrd4bf5IjMY4.jpg,13YmWQJFwgZrd4bf5IjMY4
437,Carrie Underwood,70,2569307,"contemporary country, country, country dawn, dance pop, pop, post-teen pop",4xFUf1FHVy696Q1JQZMTRj.jpg,4xFUf1FHVy696Q1JQZMTRj
438,Brand New,59,459123,pop punk,168dgYui7ExaU612eooDF1.jpg,168dgYui7ExaU612eooDF1
439,Brandi Carlile,58,226893,"acoustic pop, folk, folk-pop, indie folk, indie pop, lilith, neo mellow, new americana, pop rock, stomp and holler",2sG4zTOLvjKG1PSoOyf5Ej.jpg,2sG4zTOLvjKG1PSoOyf5Ej
440,Brandon Flowers,50,247395,"modern rock, vegas indie",18Zv2g2vUcEGqJf6WnjfXN.jpg,18Zv2g2vUcEGqJf6WnjfXN
441,Brantley Gilbert,67,1204980,"contemporary country, country, country road, modern country rock",5q8HGNo0BjLWaTAhRtbwxa.jpg,5q8HGNo0BjLWaTAhRtbwxa
442,Justin Moore,63,734421,"contemporary country, country, country road, modern country rock, redneck",30e8DmahrEamvLbFRPdWmk.jpg,30e8DmahrEamvLbFRPdWmk
443,Thomas Rhett,76,1890101,"contemporary country, country, country road, modern country rock",6x2LnllRG5uGarZMsD4iO8.jpg,6x2LnllRG5uGarZMsD4iO8
444,Breaking Benjamin,71,1830206,"alternative metal, nu metal, post-grunge, rap metal, rap rock",5BtHciL0e0zOP7prIHn3pP.jpg,5BtHciL0e0zOP7prIHn3pP
445,Brenda Lee,47,85580,"adult standards, brill building pop, christmas, easy listening, lounge, nashville sound, rockabilly",4cPHsZM98sKzmV26wlwD2W.jpg,4cPHsZM98sKzmV26wlwD2W
446,Brett Eldredge,66,664223,"contemporary country, country, country road, modern country rock",0qSX3s5pJnAlSsgsCne8Cz.jpg,0qSX3s5pJnAlSsgsCne8Cz
447,Brett Young,68,220175,contemporary country,0fiWOxhsBsQQvFDtxUQWo0.jpg,0fiWOxhsBsQQvFDtxUQWo0
448,Brian and Jenn Johnson,17,21827,"deep ccm, worship",483CBzp3nFK7Zox6ILdpwn.jpg,483CBzp3nFK7Zox6ILdpwn
449,Leah Valenzuela,2,59,,4TSRWtW9bB2wM0eyFpuNDo.jpg,4TSRWtW9bB2wM0eyFpuNDo
450,Brian Fallon,49,41035,heartland rock,3JlzEFwarS8ZcCGNFy11y4.jpg,3JlzEFwarS8ZcCGNFy11y4
451,Brian Wilson,46,55062,brill building pop,4Q82S0VzF8qlCb4PnSDurj.jpg,4Q82S0VzF8qlCb4PnSDurj
452,Bring Me The Horizon,69,1887402,"melodic metalcore, metalcore, pop punk, rap metal, screamo",1Ffb6ejR6Fe5IamqA5oRUF.jpg,1Ffb6ejR6Fe5IamqA5oRUF
453,Britney Spears,75,4813464,"dance pop, pop, post-teen pop, r&b",26dSoYclwsYLMAKD3tpOr4.jpg,26dSoYclwsYLMAKD3tpOr4
454,BROCKHAMPTON,74,458328,"boy band, hip hop, indie r&b, rap",1Bl6wpkWCQ4KVgnASpvzzA.jpg,1Bl6wpkWCQ4KVgnASpvzzA
455,Brothers Osborne,66,279145,"contemporary country, country, country road, modern country rock",39NR3AUhpbbqKM33vWn2fp.jpg,39NR3AUhpbbqKM33vWn2fp
456,Bruce Springsteen,72,1599364,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",3eqjTLE0HfPfh78zjh6TqT.jpg,3eqjTLE0HfPfh78zjh6TqT
457,Bruno Mars,84,14992730,"dance pop, pop, post-teen pop",0du5cEVh5yTK9QJze8zA0C.jpg,0du5cEVh5yTK9QJze8zA0C
458,Bryson Tiller,75,2734563,"dance pop, indie r&b, pop, pop rap, r&b, rap, trap music",2EMAnMvWE2eb56ToJVfCWs.jpg,2EMAnMvWE2eb56ToJVfCWs
459,BTS,86,5666697,k-pop,3Nrfpe0tUJi4K4DXYWgMUX.jpg,3Nrfpe0tUJi4K4DXYWgMUX
460,Buddy Guy,53,409362,"blues, blues-rock, chicago blues, classic rock, country blues, electric blues, modern blues, soul blues, southern rock, traditional blues",2gCsNOpiBaMNh20jQ5prf0.jpg,2gCsNOpiBaMNh20jQ5prf0
461,Jeff Beck,52,260074,"album rock, art rock, blues, blues-rock, british blues, classic rock, electric blues, hard rock, instrumental rock, jazz fusion, modern blues, psychedelic rock, rock, southern rock, symphonic rock",0AD4odMWVQ2wUSlgxOB5Rl.jpg,0AD4odMWVQ2wUSlgxOB5Rl
462,Keith Richards,42,100628,"blues, blues-rock, british blues, classic rock, electric blues",08avsqaGIlK2x3i2Cu7rKH.jpg,08avsqaGIlK2x3i2Cu7rKH
463,Van Morrison,70,775324,"classic rock, folk, folk rock, mellow gold, rock, roots rock, singer-songwriter, soft rock",44NX2ffIYHr6D4n7RaZF7A.jpg,44NX2ffIYHr6D4n7RaZF7A
464,James Bay,74,1921567,"neo mellow, pop",4EzkuveR9pLvDVFNx6foYD.jpg,4EzkuveR9pLvDVFNx6foYD
465,Bullet For My Valentine,70,1298002,"alternative metal, nu metal, pop punk, post-grunge, rap metal, rap rock, screamo",7iWiAD5LLKyiox2grgfmUT.jpg,7iWiAD5LLKyiox2grgfmUT
466,Burl Ives,37,16040,christmas,0MHgLfmQdutffmvWe5XBTN.jpg,0MHgLfmQdutffmvWe5XBTN
467,Cage The Elephant,70,1192364,"alternative rock, garage rock, indie pop, indie rock, modern rock, punk blues",26T3LtbuGT1Fu9m0eRq5X3.jpg,26T3LtbuGT1Fu9m0eRq5X3
468,Calvin Harris,86,12464710,"dance pop, edm, electro house, house, pop, progressive house",7CajNmpbOovFoOoasH2HaY.jpg,7CajNmpbOovFoOoasH2HaY
469,Dua Lipa,87,4630290,pop,6M2wZ9GZgrQXHCFfjv46we.jpg,6M2wZ9GZgrQXHCFfjv46we
470,Katy Perry,79,10730170,"dance pop, pop, post-teen pop",6jJ0s89eD6GaHleKKya26X.jpg,6jJ0s89eD6GaHleKKya26X
471,Rihanna,86,25440072,"dance pop, pop, r&b, urban contemporary",5pKCCKE2ajJHZ9KAiaK11H.jpg,5pKCCKE2ajJHZ9KAiaK11H
472,Migos,85,6478387,"pop, rap, trap music",6oMuImdp5ZcFhWP0ESe6mG.jpg,6oMuImdp5ZcFhWP0ESe6mG
473,Disciples,65,122894,"deep groove house, disco house, house, tropical house",5EehXjjMktLuJmbRsM7YfB.jpg,5EehXjjMktLuJmbRsM7YfB
474,Stefflon Don,77,86716,"pop, uk hip hop",2ExGrw6XpbtUAJHTLtUXUD.jpg,2ExGrw6XpbtUAJHTLtUXUD
475,John Newman,66,488228,pop,34v5MVKeQnIo0CWYMbbrPf.jpg,34v5MVKeQnIo0CWYMbbrPf
476,Cam,55,67729,contemporary country,5WRElKaZsn1tGnrgmJVAeO.jpg,5WRElKaZsn1tGnrgmJVAeO
477,Camila Cabello,82,4837080,"dance pop, pop, post-teen pop",4nDoRrQiYLoBzwC5BhVJzF.jpg,4nDoRrQiYLoBzwC5BhVJzF
478,Daddy Yankee,85,8008861,"latin, latin hip hop, pop, reggaeton, tropical",4VMYDCV2IEDYJArk749S6m.jpg,4VMYDCV2IEDYJArk749S6m
479,Canaan Smith,58,142522,"contemporary country, country, country road, lift kit, modern country rock",0q2lY1ZzFckzciuoMtUvck.jpg,0q2lY1ZzFckzciuoMtUvck
480,SZA,81,1821027,"hip hop, indie r&b, pop, pop rap, r&b, rap",7tYKF4w9nC0nq9CsPZTHyP.jpg,7tYKF4w9nC0nq9CsPZTHyP
481,Carlene Carter,43,18110,"country, country dawn",2wKZKjNTOtH2vjxIsUBZqY.jpg,2wKZKjNTOtH2vjxIsUBZqY
482,Carly Pearce,54,40900,contemporary country,4sIl4BTo9l9KqEi0Y3RE72.jpg,4sIl4BTo9l9KqEi0Y3RE72
483,Carly Rae Jepsen,68,2744966,"canadian pop, dance pop, electropop, indie poptimism, pop, post-teen pop",6sFIWsNpZYqfjUpaCgueju.jpg,6sFIWsNpZYqfjUpaCgueju
484,Carpenters,62,505054,"adult standards, folk, folk rock, mellow gold, soft rock",1eEfMU2AhEo7XnKgL7c304.jpg,1eEfMU2AhEo7XnKgL7c304
485,Casey Donahew,54,83446,"deep texas country, outlaw country, texas country",4bbloxL2d1IeYwuT2eIgib.jpg,4bbloxL2d1IeYwuT2eIgib
486,Casting Crowns,61,763824,"ccm, christian alternative rock, christian music, christian rock, worship",6eJqAWJdd8JhAN1pQGie4r.jpg,6eJqAWJdd8JhAN1pQGie4r
487,Catfish and the Bottlemen,64,524879,"indie rock, modern alternative rock, modern rock, stomp pop, welsh rock",2xaAOVImG2O6lURwqperlD.jpg,2xaAOVImG2O6lURwqperlD
488,Céline Dion,72,1331764,"canadian pop, dance pop",4S9EykWXhStSc15wEx8QFK.jpg,4S9EykWXhStSc15wEx8QFK
489,Peabo Bryson,54,139891,"adult standards, new jack swing, quiet storm, soft rock, urban contemporary",49iKbKGqgn8OESkW5WduX0.jpg,49iKbKGqgn8OESkW5WduX0
490,Justin Bieber,84,24030924,"canadian pop, dance pop, pop, post-teen pop",1uNFoZAHBGtllmzznpCI3s.jpg,1uNFoZAHBGtllmzznpCI3s
491,Towkio,59,31644,underground hip hop,23sYU61n9f1CzYi8NJhAXS.jpg,23sYU61n9f1CzYi8NJhAXS
492,Knox Fortune,56,10812,,49O0SPoCoTiK2Nn2tOaHyU.jpg,49O0SPoCoTiK2Nn2tOaHyU
493,Supa Bwe,56,8894,underground hip hop,05kWC05qQmocVoC5Udgl6D.jpg,05kWC05qQmocVoC5Udgl6D
494,Forever Band,55,39,,0yWuhITiYSrjzBrgT4NKsb.jpg,0yWuhITiYSrjzBrgT4NKsb
495,Charles Kelley,45,15946,contemporary country,2Hbxyk7qJ22i8wFEqgM3vC.jpg,2Hbxyk7qJ22i8wFEqgM3vC
496,Dierks Bentley,71,1403095,"contemporary country, country, country road",7x8nK0m0cP2ksQf0mjWdPS.jpg,7x8nK0m0cP2ksQf0mjWdPS
497,Eric Paslay,54,233964,"contemporary country, country, country road, lift kit, modern country rock",4TONBKcqVR1LmPdfJxvkMU.jpg,4TONBKcqVR1LmPdfJxvkMU
498,Miranda Lambert,67,1525980,"contemporary country, country, country dawn, country road, modern country rock",66lH4jAE7pqPlOlzUKbwA0.jpg,66lH4jAE7pqPlOlzUKbwA0
499,Stevie Nicks,61,388781,"album rock, heartland rock, mellow gold, rock",7crPfGd2k81ekOoSqQKWWz.jpg,7crPfGd2k81ekOoSqQKWWz
500,Afrojack,72,2078258,"big room, dance pop, deep big room, dutch house, edm, electro house, pop, progressive electro house, progressive house, tropical house",4D75GcNG95ebPtNvoNVXhz.jpg,4D75GcNG95ebPtNvoNVXhz
501,ALMA,68,77802,"pop, tropical house",6c0mTNAxJxlp9HpKTUZwA8.jpg,6c0mTNAxJxlp9HpKTUZwA8
502,Charlie Puth,81,5215311,"pop, post-teen pop, viral pop",6VuMaDnrHyPL1p4EHjYLi7.jpg,6VuMaDnrHyPL1p4EHjYLi7
503,Selena Gomez,84,10681479,"dance pop, pop, post-teen pop",0C8ZW7ezQVs4URX5aX7Kqx.jpg,0C8ZW7ezQVs4URX5aX7Kqx
504,Meghan Trainor,75,5928986,"dance pop, hip pop, pop, post-teen pop",6JL8zeS1NmiOftqZTRgdTz.jpg,6JL8zeS1NmiOftqZTRgdTz
505,Charlie Wilson,58,356558,"neo soul, new jack swing, quiet storm, r&b, urban contemporary",6CxZzQFUTM6AzgluGwtq5w.jpg,6CxZzQFUTM6AzgluGwtq5w
506,Fantasia,53,670989,"dance pop, deep pop r&b, hip pop, indie r&b, neo soul, new jack swing, quiet storm, r&b, urban contemporary",7xAcVHPiirnUqfdqo0USb1.jpg,7xAcVHPiirnUqfdqo0USb1
507,Pitbull,80,5951205,"dance pop, latin, pop, pop rap",0TnOYISbd1XYRBk9myaseg.jpg,0TnOYISbd1XYRBk9myaseg
508,Chase Rice,66,421425,"contemporary country, country, country road, modern country rock",6pBNfggcZZDCmb0p92OnGn.jpg,6pBNfggcZZDCmb0p92OnGn
509,Macy Maloy,48,1316,,5JhkYX4FCP6FRmxrGEQoda.jpg,5JhkYX4FCP6FRmxrGEQoda
510,Chayanne,68,1865964,"latin, latin pop, tropical",1JbemQ1fPt2YmSLjAFhPBv.jpg,1JbemQ1fPt2YmSLjAFhPBv
511,Alejandro Sanz,73,2213567,"cantautor, latin, latin arena pop, latin pop, mexican pop, rock en espanol, spanish pop, tropical",5sUrlPAHlS9NEirDB8SEbF.jpg,5sUrlPAHlS9NEirDB8SEbF
512,Thalía,71,1287389,"latin, latin pop, mexican pop, pop",23wEWD21D4TPYiJugoXmYb.jpg,23wEWD21D4TPYiJugoXmYb
513,Juan Luis Guerra 4.40,67,877258,"bachata, latin, latin pop, merengue, salsa, tropical",3nlpTZci9O5W8RsNoNH559.jpg,3nlpTZci9O5W8RsNoNH559
514,Celia Cruz,60,195548,"cuban rumba, latin, latin jazz, mambo, merengue, salsa, tropical",2weA6hhVqTIN2gSn9PUB9U.jpg,2weA6hhVqTIN2gSn9PUB9U
515,Olga Tanon,54,148141,"latin, latin pop, merengue, pop reggaeton, salsa, tropical",4pv1Jo4PbYI8LMADJoTWjE.jpg,4pv1Jo4PbYI8LMADJoTWjE
516,Ricardo Montaner,66,1007074,"latin, latin pop, tropical",4uoz4FUMvpeyGClFTTDBsD.jpg,4uoz4FUMvpeyGClFTTDBsD
517,Ana Gabriel,62,774212,"latin, latin pop, mariachi, ranchera",41ESHLayJ5sDKjAOv6cMhe.jpg,41ESHLayJ5sDKjAOv6cMhe
518,Jorge Hernández,48,87,,5O2KyWcHYBmjmobgNLumcb.jpg,5O2KyWcHYBmjmobgNLumcb
519,Los Tigres Del Norte,67,758349,"banda, grupera, norteno, regional mexican",3hYtANQYrE6pd2PbtEyTIy.jpg,3hYtANQYrE6pd2PbtEyTIy
520,Alicia Villarreal,55,179357,"banda, grupera, latin, latin pop, mariachi, ranchera, regional mexican, tejano",6Hf2g14O2TP25JUNZuvIgn.jpg,6Hf2g14O2TP25JUNZuvIgn
521,Alejandro Fernandez,73,1434157,"latin, latin arena pop, latin pop, mariachi, mexican pop, ranchera, tropical",6sq1yF0OZEWA4xoXVKW1L9.jpg,6sq1yF0OZEWA4xoXVKW1L9
522,Carlos Vives,73,2028945,"champeta, colombian pop, latin, latin pop, reggaeton, tropical, vallenato",4vhNDa5ycK0ST968ek7kRr.jpg,4vhNDa5ycK0ST968ek7kRr
523,Jaci Velasquez,51,51958,"ccm, christian music",7MbmKsnvXjl4GA7Dr27kko.jpg,7MbmKsnvXjl4GA7Dr27kko
524,Marco Antonio Solís,69,986943,"grupera, latin, latin pop, regional mexican",3tJnB0s6c3oXPq1SCCavnd.jpg,3tJnB0s6c3oXPq1SCCavnd
525,José José,70,993243,"bolero, latin pop",4mN0qcMxWX8oToqfDPM5yV.jpg,4mN0qcMxWX8oToqfDPM5yV
526,Lucia Mendez,50,58668,ranchera,4MbmeIi7C8qe1LboVhdaUN.jpg,4MbmeIi7C8qe1LboVhdaUN
527,Jennifer Lopez,77,5004128,"dance pop, pop, pop rap, post-teen pop, r&b, urban contemporary",2DlGxzQSjYe5N6G9nkYghR.jpg,2DlGxzQSjYe5N6G9nkYghR
528,Emmanuele,48,223,,7HBONupvCpvcMp1ZxK84Ii.jpg,7HBONupvCpvcMp1ZxK84Ii
529,Gilberto Santa Rosa,63,495121,"latin, latin pop, merengue, salsa, tropical",27vNK840zYq6IfDijHPsv1.jpg,27vNK840zYq6IfDijHPsv1
530,Paulina Rubio,64,908711,"dance pop, latin, latin arena pop, latin pop, mexican pop, pop, spanish pop",1d6dwipPrsFSJVmFTTdFSS.jpg,1d6dwipPrsFSJVmFTTdFSS
531,"Alberto ""Beto"" Zapata",48,200,,20VNXin5fi626FsmioiExE.jpg,20VNXin5fi626FsmioiExE
532,La Ley,61,531726,"chilean rock, latin, latin alternative, latin pop, latin rock, mexican pop, rock en espanol",1ZVoRDO29AlDXiMkRLMZSK.jpg,1ZVoRDO29AlDXiMkRLMZSK
533,Ana Bárbara,55,226289,"grupera, latin, latin pop, mexican pop, ranchera",43qxAkuKFB6fMNSeS5dO7Z.jpg,43qxAkuKFB6fMNSeS5dO7Z
534,Carlos Ponce,49,34670,"latin, latin pop",4ff5IojFqry4841QjwULTV.jpg,4ff5IojFqry4841QjwULTV
535,Jon Secada,54,64204,,10n1KB2sjTrGdyuC83y8jW.jpg,10n1KB2sjTrGdyuC83y8jW
536,Shakira,82,12606663,"colombian pop, dance pop, latin, latin pop, mexican pop, pop",0EmeFodog0BfCgMzAIvKQp.jpg,0EmeFodog0BfCgMzAIvKQp
537,Gian Marco,58,232434,"cumbia, latin, latin pop, peruvian rock, pop reggaeton, tropical",2gDqGAadPIPiA7LtmNn74g.jpg,2gDqGAadPIPiA7LtmNn74g
538,Luis Fonsi,79,3387570,"latin, latin pop",4V8Sr092TqfHkfAA5fXXqG.jpg,4V8Sr092TqfHkfAA5fXXqG
539,Yuri,61,476502,"grupera, latin, latin pop, mexican pop, ranchera",4OgNARLQSC4yy7Dsa5cqxx.jpg,4OgNARLQSC4yy7Dsa5cqxx
540,Miguel Bosé,66,643382,"latin, latin pop, mexican pop, rock en espanol, spanish pop",7mWCSSOYqm4E9mB7V4ot6S.jpg,7mWCSSOYqm4E9mB7V4ot6S
541,Wilkins,49,9666,,5Awnuu794580X3uHQGx78O.jpg,5Awnuu794580X3uHQGx78O
542,Giselle,49,924,,5gr23KYBk2FyIBx5xpHVjE.jpg,5gr23KYBk2FyIBx5xpHVjE
543,Melina Leon,50,16257,,5oj50e6WeS3yFv92YDOfXA.jpg,5oj50e6WeS3yFv92YDOfXA
544,Limi-T 21,49,15342,"merengue, tropical",5j8Q0VC4Be4yhcQ1tf8Sh7.jpg,5j8Q0VC4Be4yhcQ1tf8Sh7
545,Christina Aguilera,76,3318889,"dance pop, pop, post-teen pop, r&b",1l7ZsJRRS8wlW3WfJfPfNS.jpg,1l7ZsJRRS8wlW3WfJfPfNS
546,José Feliciano,55,107843,bolero,7K78lVZ8XzkjfRSI7570FF.jpg,7K78lVZ8XzkjfRSI7570FF
547,José Luis Rodríguez,54,149978,"bolero, latin pop",15YnmlNukYCFvwaFnoDwwV.jpg,15YnmlNukYCFvwaFnoDwwV
548,Wisin,83,3320725,"latin, latin hip hop, pop, reggaeton, tropical",3E6xrwgnVfYCrCs0ePERDz.jpg,3E6xrwgnVfYCrCs0ePERDz
549,Cheap Trick,60,420676,"album rock, art rock, classic rock, dance rock, glam metal, glam rock, hard rock, heartland rock, mellow gold, new wave pop, power pop, rock, soft rock, southern rock",1LB8qB5BPb3MHQrfkvifXU.jpg,1LB8qB5BPb3MHQrfkvifXU
550,Cheat Codes,78,733662,"dance pop, edm, indie poptimism, pop, post-teen pop, tropical house",7DMveApC7UnC2NPfPvlHSU.jpg,7DMveApC7UnC2NPfPvlHSU
